id,name,brewery,style,alcohol,fruit,ibu,text
645,크롬바커 바이젠 논 알코올,크롬바커,바이젠,0~0.5도,1,25,탁한 노란색을 띠며 강하지 않은 바이젠 특유의 향이 난다. 효모와 바나나 그리고 달콤한 과일의 향이 나며 가볍지만 바이젠 맥주의 풍미를 어느 정도 가지고 있으며 목넘김 이후에 쌉싸름함을 느낄 수 있다.  
646,밤부 바이젠,담주 브로이,바이젠,4.5도,0,25,대숲 맑은 담양의 대잎차를 가미해 만든 수제 밀맥주로 부드러운 목넘김과 싱그러운 향을 품은 프리미엄 크래프트 맥주이다.  
647,밤부 둔켈,담주 브로이,둔켈,4.5도,0,45,대숲 맑은 담양의 대잎차를 가미해 만든 수제 흑맥주로 깊고 진한 풍미가 매혹적인 프리미엄 크래프트 맥주이다.  
648,스포필스,담주 브로이,라거,5도,0,15,대숲 맑은 담양의 죽순을 가미해 만든 독일식 정통 라거 타입의 맥주로 맑고 청량한 풍미가 매력적인 프리미엄 크래프트 맥주이다.  
649,스포라이스,담주 브로이,라거,4.5도,0,15,대숲 맑은 담양의 죽순과 친환경 쌀을 가미해 만든 수제맥주로 담백하고 깔끔한 맛을 극대화한 프리미엄 크래프트 맥주이다.  
650,우스라이,담주 브로이,라거,4.5도,0,15,"우슬과 쌀을 주원료로 하여 호박색의 진한 풍미와 우슬의 향, 효능을 느낄 수 있는 국내산 프리미엄 크래프트 맥주이다.  "
651,아이피에이 순창,장 앤 크래프트 브루어리,인디아 페일 에일,6.5도,0,45,IPA이 특징인 높은 도수의 알코올을 가지고 있으며 쌉싸름한 맛을 가지고 있다. 홉의 풍미를 충분히 즐길 수 있는 술로 여운이 길게 남는다. 미국식 IPA 스타일이 아닌 영국식 IPA 스타일을 경험 할 수 있다.  
652,산 미구엘 페일필젠,산 미구엘 브루어리,라거,5도,0,15,엷은 금빛을 띠는 라거 맥주로 부드러운 목 넘김과 상쾌하고 짜릿한 뒷 맛이 특징인 맥주이다. 진한 보리 와 홉의 조화가 좋은 맥주이다.  
653,산 미구엘 라이트,산 미구엘 브루어리,라거,5도,0,15,알코올 도수를 유지하면서 칼로리를 낮춘 저칼로리 맥주로서 젊은 여성층에서 많은 사랑 받는 맥주이다. 목넘김과 적당한 탄산량으로 갈증 해소에 최적의 맥주이다.  
654,산 미구엘 세르베샤 네그라,산 미구엘 브루어리,다크 라거,5도,0,15,다크 라거 비어 스타일으로서 다크 맥주 특유의 강렬한 향과 라거의 청량감이 살아있는 맥주이다. 다른 다크 비어와는 달리 쓴맛이 강하지 않아서 부담없이 즐길 수 있다.  
655,슈렝케를라 라우흐비어 바이젠,헬러브라우 트럼 지엠비에이치,바이젠,5.2도,0,25,"훈연 향이 감도는 상면발효 맥주이다. 일반적인 밀 맥주와 마찬가지로 보리맥아와 밀맥아를 혼합하여 만들었다. 필터링을 하지 않기 때문에 약간 뿌연 색깔을 띠며, 상면 발효 효모를 이용해 병발효를 하기 때문에 맛과 향이 매우 풍부하다.  "
656,슈렝케를라 라우흐비어 우어복,헬러브라우 트럼 지엠비에이치,우어복 ,6.5도,0,30,"10월과 12월 사이의 가일에만 생산되는 시즈널 맥주이다. 메르첸과 마찬가지로 100% 훈연맥아를 사용하여 양조되며, 밤베르크 지하의 천연동굴에서 발효된다. 풍부하고 복합적인 향과 맛을 가지며 메르첸의 형이라 불린다.  "
657,파이어스톤 워커 루포닉 디스토션,파이어스톤 브루잉컴퍼니,아메리칸 인디아 페일 에일,5.9도,1,59,홉을 다양하게 바꿔가며 기본 스타일에서 조금씩 변화를 주는 IPA 맥주이다. 황금빛을 띠며 감귤류와 열대 과일의 향 및 맥아의 향이 잘 느껴진다. 입안에서도 홉향이 잘 드러나며 감귤류의 맛과 함께 약간 쌉싸름한 맛을 느낄 수 있다.  
658,파운더스 리자드 오브 코즈,파운더스 브루잉 컴퍼니,임페리얼 스타우트,10.5도,1,50,"파운더스의 브루마스터가 자신의 여동생의 생일을 기념하여 그녀가 좋아하는 블루베리와 초콜릿, 바닐라 등을 넣어서 만든 임페리얼 스타우트 입니다.  진한 검은색을 띠며 초콜릿과 바닐라 오크 나무향 및 블루베리 향을 느낄 수 있다. 입안에서는 밀크 초콜릿과 바닐라, 블루베리의 맛을 풍부한 질감과 함께 느낄 수 있는 복합미 가득한 맥주이다.  "
659,파운더스 백우드 배스타드,파운더스 브루잉 컴퍼니,스카치 에일,11.6도,1,25,"스코트랜드 스타일의 맥주인 스카치 에일 스타일인 맥주로 진한 마호가니 색을 띠며 자두와 같은 검붉은 과일의 향과 함께 오크향, 카라멜 볶은 맥아의 향을 느낄 수 있다. 입안에서는 카라멜, 바닐라와 오크의 풍미와 함께 쌉쌀함과 달큼함이 부드러운 질감과 잘 어우러지는 맥주이다.  "
660,파운더스 레댕쿨러스,파운더스 브루잉 컴퍼니,임페리얼 레드 인디아 페일 에일,9.5도,0,50,"어두운 갈색을 띠며 약간 달콤한 향과 카라멜, 허브 향 및 소나무 향을 느낄 수 있다. 입안에서는 약간의 쌉싸름함과 같이 달콤함을 느낄 수 있으며 홉의 풍미를 느낄 수 있다.  "
661,셀리스 화이트,브루어리 반 스틴베르헤,윗비어,5도,1,25,"탁한 금빛을 띠며 밀과 고수향 및 오렌지 껍질의 향을 느낄 수 있다. 입안에서 고수 및 감귤류와 잔디, 효모 풍미를 느낄 수 있으며 무겁지 않은 질감을 느낄 수 있다.  "
662,세인트 버나두스 앱 12,브루어리 세인트 버나두스,쿼드루펠,10도,1,30,붉은색과 갈색을 띠며 마른 자두와 무화와 같은 과일의 향과 함께 꿀과 흑설탕의 향을 느낄 수 있다. 입안에서는 말린 과일의 단맛과 카라멜 흑설탕의 달콤한 풍미를 느낄 수 있으며 쌉싸름한 다크 초콜렛 풍미 또한 나타난다.  
663,세인트 버나두스 프리오르 8,브루어리 세인트 버나두스,듀벨,8도,1,30,"갈색빛을 띠며 허브, 향신료 향과 달콤한 카라멜, 검붉은 과일향, 꽃향을 느낄 수 있다. 입안에서는 말린 자두와 베리류의 풍미와 함께 카라멜 맛을 느낄 수 있다. 효모 및 홉의 풍미와 함께 알코올 느낌이 조금 강하게 느껴진다.  "
664,세인트 버나두스 위트,브루어리 세인트 버나두스,윗비어,5.5도,1,25,탁한 황금빛 & 오렌지 빛을 띠며 고수와 오렌지의 향을 느낄 수 있다. 입안에서는 가볍게 느껴지는 질감과 청량감과 함께 고수와 오렌지 풍미 및 약간의 달콤함 맛을 느낄 수 있다. 새콤한 산미를 느길 수 있는 맥주이다.  
665,세인트 버나두스 트리펠,브루어리 세인트 버나두스,트리펠,8도,1,30,"탁한 오렌지 색을 띠며 효모향과 꿀, 바나나, 카라멜 같은 달콤한 향이 느껴진다. 입안에서는 적당한 탄산감을 느낄 수 있고 정향과 달콤한 맛, 풀향, 허브류의 풍미를 느낄 수 있다. 쌉싸름한 맛 등이 높은 알코올에도 불구하고 조화롭게 느껴지는 맥주이다.  "
666,아잉거 셀러브레이터 도펠복,아잉거 브루어리,복,6.7도,0,24,"아잉거 셀러브레이터 도펠복은 많은 수상 내역으로도 증명되듯, 독일 뿐만 아니라 세계 최고의 맥주로 알려져 있다. 전반적으로 검은 빛을 갖고 있지만 미세하게 레드톤을 보이며, 환상적인 거품과 특별한 향을 보여준다. 커피를 연상시키는 마일드함이 처음 나타나고 점차 도펠복 비어에서 흔히 경험 할 수 있는 미세한 스위트함도 느낄 수 있다.  "
667,아잉거 브로바이스,아잉거 브루어리,헤페바이스,5.1도,1,13,"아잉거 브로바이스는 완벽히 정제된 상면발효 맥주이다. 과일 향이 풍부하게 피어나는 밀맥주로서의 완벽한 발란스를 가지며 밀맥주의 효모로부터 나타나는 맛과 향을 가진다. 풀바디함이 첫맛으로 나타나며, 샴페인의 기포와도 같은 톡톡 튀는듯 하면서도 부드러움이 따라 온다.  "
668,아잉거 우르바이스,아잉거 브루어리,헤페바이스,5.8도,0,12,강렬한 호박색과 효모의 탁함과 함께 나타나는 상면발효 방식의 우르바이스는 밀의 신선함과 다크 몰트의 조합은 복잡하면서도 풀바디한 맛을 선사한다. 샴페인의 기포와도 같은 톡톡 튀는 듯 하면서도 부드러움이 따라 온다  
669,아잉거 알트 바이리쉬 둔켈,아잉거 브루어리,둔켈,5도,0,21,짙은 블랙컬러를 중심으로 빛에 비춰 보았을때 골드 브라운 컬러가 은은하게 드러난다. 부드러운 아로마와 몰티함은 커피를 연상시킨다. 총5가지의 몰트를 이용해 만든 둔켈은 뮌헨의 전통방식인 Double 숙성 방식을 고수한 최고의 흑맥주이다.  
670,아잉거 야훈데르트 비어,아잉거 브루어리,라거,5.5도,1,24,"아잉거 브루어리의 100주년을 기념하기 위해 만든 야훈데르트비어는 골든 옐로우 컬러를 나타내며, 미세한 꿀향과 섬세한 스파이시와 더불어 강렬한 풀바디함의 첫 맛, 좋은 발란스의 느낌 그리고 완벽한 조화의 맛을 차례로 선사한다.  "
671,아인지들러 바이스비어,아인지들러 브로하우스,헤페바이스,5.2도,1,17,"아인지들러 바이스비어는 독일 바이에른과 체코 보헤미아지역에 접해 있어 두곳의 장점을 취해 작센적인 맥주로 승화시킨 대표적인 맥주. 보리맥아에서 전해지는 바디감과 밀맥아의 과일향과 꽃향의 적절한 조화가 특징이다. 밀에서 느낄 수 있는 고소함뿐만 아니라 바나나, 레몬향이 은은히 피어오르며, 부드러운 피니쉬를 선사한다.  "
672,시에라 네바다 홉 헌터 아이피에이,시에라 네바다 브루잉,아메리칸 인디아 페일 에일,6.2도,1,60,"홉 헌터는 습식 홉을 증류하는 완전히 새로운 방법을 통해 막 딴 홉의 복합적 풍미를 지켜낸다. 이 방식을 통해 얻어낸 홉 오일은 자연적이고 순수한 풍미를 표현한다. 황금빛 색을 띠며 감귤 류의 향과 함께 꽃향, 풀향 등을 느낄 수 있다. 입안에서 청량감을 가지고 있으며 홉의 풍미와 맥아 풍미의 균형감이 좋은 깔끔한 맛을 가지는 맥주이다.  "
673,시에라 네바다 켈러바이스,시에라 네바다 브루잉,헤페바이젠,4.8도,1,25,"전통적인 바이에른 기술에서 영감을 받아 만든 켈러바이스 맥주이다. 개방형 발효 탱크 방식을 사용하여 가벼운 스타일의 밀 에일 맥주를 만들어 냈다. 탁한 금색을 띠며 풍부한 과일 아로마와 정향과 바나나, 빵과 같은 향을 느낄 수 있다. 입안에서는 가볍고 산뜻한 질감을 주고 새콤한 맛과 함께 바나나의 달콤함을 느낄 수 있다.  "
674,시에라 네바다 누너 필스너,시에라 네바다 브루잉,필스너,5.2도,0,32,누너는 전통적인 독일 스타일 필스너 맥주이다. 밝은 황금빛을 띠며 홉 향과 꽃 향 등을 느낄 수 있다. 입안에서는 깔금한 목넘김을 보여주는 편하게 마실 수 있는 스타일의 맥주이다.  
675,시에라 네바다 페일 에일,시에라 네바다 브루잉,아메리칸 페일 에일,5.6도,1,45,"시에라 네바다 시리즈 중 가장 인기 있는 맥주이다. 탁한 갈색을 띠며 자몽과 꽃향이 잘 드러나며 홉 향을 느 낄 수 있다. 입안에서는 탄산감이 잘 드러나고 감귤류의 맛과 캐러멜 몰트, 쌉싸름함 등 복합적인 맛과 향을 가지고 있다.  "
676,시에라 네바다 포터,시에라 네바다 브루잉,포터,5.6도,0,36,"어두운 갈색을 띠며 흙향과 견과류 및 효모 향, 초콜릿, 커피, 카라멜의 달콤함을 느낄 수 있다. 입안에서는 부드러운 질감과 깔끔한 뒷맛을 가지고 있으며 홉의 풍미와 카라멜 풍미가 쌉싸름 한 맛과 잘 어우러져 나타난다.  "
677,시에라 네바다 사이드카 오렌지 페일 에일,시에라 네바다 브루잉,아메리칸 페일 에일,5.3도,1,35,오렌지 색을 띠며 다양한 홉향과 함께 오렌지를 재료로 사용하여 오렌지 향과 풍미가 주로 느껴진다. 열대 과일 향과 꽃 향등도 찾을 수 있다. 입안에서는 감귤 류의 새콤함과 쌉싸름함 그리고 몰트의 느낌을 잘 느낄 수 있는데 오렌지 풍미가 가장 주를 이룬다.  
678,시에라 네바다 스타우트,시에라 네바다 브루잉,스타우트,5.8도,1,40,"짙은 검은 색을 띠며 자몽과 같은 감귤류 향과 함께 초콜릿, 커피의 향을 느낄 수 있다. 입안에서는 풀 바디의 강하고 진한 느낌을 주만 균형감을 가지고 있으며 부드러운 질감과 초콜릿, 커피 풍미를 느낄 수 있다. 홉과 감귤류의 풍미도 느낄 수 있다.  "
679,시에라 네바다 톨피도 엑스트라 아이피에이,시에라 네바다 브루잉,아메리칸 인디아 페일 에일,7.2도,1,70,토피도는 시에라 네바다만의 드라이 홉핑 장치를 의미하며 이를 통해 홉 아로마를 강도를 조절 할 수 있다. 짙은 오렌지색을 띠며 열대과일 향의 달콤함과 감귤 류의 향과 홉 향이 잘 드러난다. 입안에서는 부드러운 질감과 함께 카라멜의 달콤함과 열대 과일 및 홉 향을 잘 느낄 수 있다.  
680,시에라 네바다 트로피칼 톨피도,시에라 네바다 브루잉,아메리칸 인디아 페일 에일,6.7도,1,70,"짙은 오렌지 색을 띠며 홉향과 망고, 파파야 , 패션푸릇의 향과 같은 열대 과일 향 및 솔 향과 약간의 달콤함을 느낄 수 있다. 입안에서는 감귤류의 새콤한 느낌과 열대 과일 및 카라멜의 달콤함을 느낄 수 있는 맥주이다.  "
681,풀러스 런던 프라이드,"플러스, 스미 앤 터너 피엘시",프리미엄 비터,4.7도,0,30,황금빛을 띠며 카라멜과 같은 달콤함 향과 함게 홉 향을 느낄 수 있다. 입안에서는 꿀의 풍미와 약간 훈연한 몰트 풍미를 같이 느낄 수 있고 전체적으로 발란스가 좋은 맥주이다.  
682,플러스 런던 포터,"플러스, 스미 앤 터너 피엘시",포터,5.4도,0,45,흑갈색을 띠며 커피와 볶은 몰트 그리고 카라멜과 같은 달콤한 향이 주를 이룬다. 입안에서는 카카오와 커피 그리고 훈연의 풍미와 함께 입안가득 부드러움을 느낄 수 있다. 발란스가 좋은 맥주이다.  
683,플러스 인디아 페일 에일,"플러스, 스미 앤 터너 피엘시",잉글리쉬 인디아 페일 에일,5.3도,1,35, 앰버(호박) 색을 띠며 감귤류 및 꽃 향과 함께 풍부한 몰트의 풍미 그리고 파워풀한 홉의 쌉사름함을 느낄 수 있다.  
684,플러스 패스트 마스터즈 1926 오트밀 포터,"플러스, 스미 앤 터너 피엘시",임페리얼 포터,7.8도,1,50,"1845년 맥주 양조 레시피에 꾸준히 업데이트 된 레시피 중에서 예전 레시피의 재료와 생산 방식을 그래도 사용하여 생산하는 맥주이다. 짙은 브라운 색을 띠며 달콤한 카라멜 향과 건포도, 커피향을 느낄 수 있다. 입안에서는 커피와 자두, 향신료, 카라멜 풍미를 느낄 수 있는 맥주이다.  "
